Number,Name,Types,Species,Legendary,Mythical,Generation,Sprite,Description
147,Dratini,Dragon,Dragon,False,False,1,https://pokeres.bastionbot.org/images/pokemon/147.png,"It sheds many layers of skin as it grows larger. During this process, it is protected by a rapid waterfall."
148,Dragonair,Dragon,Dragon,False,False,1,https://pokeres.bastionbot.org/images/pokemon/148.png,"It is called the divine POKéMON. When its entire body brightens slightly, the weather changes."
149,Dragonite,Flying|Dragon,Dragon,False,False,1,https://pokeres.bastionbot.org/images/pokemon/149.png,It is said that somewhere in the ocean lies an island where these gather. Only they live there.
150,Mewtwo,Psychic,Genetic,True,False,1,https://pokeres.bastionbot.org/images/pokemon/150.png,"Said to rest quietly in an undiscovered cave, this POKéMON was created solely for battling."
151,Mew,Psychic,New Species,False,True,1,https://pokeres.bastionbot.org/images/pokemon/151.png,"Because it can learn any move, some people began research to see if it is the ancestor of all POKéMON."
152,Chikorita,Grass,Leaf,False,False,2,https://pokeres.bastionbot.org/images/pokemon/152.png,It loves to bask in the sunlight. It uses the leaf on its head to seek out warm places.
153,Bayleef,Grass,Leaf,False,False,2,https://pokeres.bastionbot.org/images/pokemon/153.png,The scent that wafts from the leaves on its neck causes anyone who smells it to become energetic.
154,Meganium,Grass,Herb,False,False,2,https://pokeres.bastionbot.org/images/pokemon/154.png,"Anyone who stands beside it becomes refreshed, just as if they were relaxing in a sunny forest."
155,Cyndaquil,Fire,Fire Mouse,False,False,2,https://pokeres.bastionbot.org/images/pokemon/155.png,The fire that spouts from its back burns hottest when it is angry. The flaring flames intimidate foes.
156,Quilava,Fire,Volcano,False,False,2,https://pokeres.bastionbot.org/images/pokemon/156.png,"Before battle, it turns its back on its opponent to demonstrate how ferociously its fire blazes."
157,Typhlosion,Fire,Volcano,False,False,2,https://pokeres.bastionbot.org/images/pokemon/157.png,"When heat from its body causes the air around it to shimmer, this is a sign that it is ready to battle."
158,Totodile,Water,Big Jaw,False,False,2,https://pokeres.bastionbot.org/images/pokemon/158.png,This rough critter chomps at any moving object it sees. Turning your back on it is not recommended.
159,Croconaw,Water,Big Jaw,False,False,2,https://pokeres.bastionbot.org/images/pokemon/159.png,"The tips of its fangs are slanted backward. Once those fangs clamp down, the prey has no hope of escape."
160,Feraligatr,Water,Big Jaw,False,False,2,https://pokeres.bastionbot.org/images/pokemon/160.png,"Although it has a massive body, its powerful hind legs enable it to move quickly, even on the ground."
161,Sentret,Normal,Scout,False,False,2,https://pokeres.bastionbot.org/images/pokemon/161.png,"When acting as a lookout, it warns others of danger by screeching and hitting the ground with its tail."
162,Furret,Normal,Long Body,False,False,2,https://pokeres.bastionbot.org/images/pokemon/162.png,"It lives in narrow burrows that fit its slim body. The deeper the nests go, the more mazelike they become."
163,Hoothoot,Flying|Normal,Owl,False,False,2,https://pokeres.bastionbot.org/images/pokemon/163.png,It begins to hoot at the same time every day. Some trainers use them in place of clocks.
164,Noctowl,Flying|Normal,Owl,False,False,2,https://pokeres.bastionbot.org/images/pokemon/164.png,Its extremely soft feathers make no sound in flight. It silently sneaks up on prey without being detected.
165,Ledyba,Flying|Bug,Five Star,False,False,2,https://pokeres.bastionbot.org/images/pokemon/165.png,It is timid and clusters together with others. The fluid secreted by its feet indicates its location.
166,Ledian,Flying|Bug,Five Star,False,False,2,https://pokeres.bastionbot.org/images/pokemon/166.png,"In the daytime when it gets warm, it curls up inside a big leaf and drifts off into a deep slumber."
167,Spinarak,Bug|Poison,String Spit,False,False,2,https://pokeres.bastionbot.org/images/pokemon/167.png,"If prey becomes ensnared in its nest of spun string, it waits motionlessly until it becomes dark."
168,Ariados,Bug|Poison,Long Leg,False,False,2,https://pokeres.bastionbot.org/images/pokemon/168.png,"Rather than making a nest in one specific spot, it wanders in search of food after darkness falls."
169,Crobat,Flying|Poison,Bat,False,False,2,https://pokeres.bastionbot.org/images/pokemon/169.png,"As a result of its pursuit of faster, yet more silent flight, a new set of wings grew on its hind legs."
170,Chinchou,Water|Electric,Angler,False,False,2,https://pokeres.bastionbot.org/images/pokemon/170.png,"Its antennae, which evolved from a fin, have both positive and negative charges flowing through them."
171,Lanturn,Water|Electric,Light,False,False,2,https://pokeres.bastionbot.org/images/pokemon/171.png,"This POKéMON uses the bright part of its body, which changed from a dorsal fin, to lure prey."
172,Pichu,Electric,Tiny Mouse,False,False,2,https://pokeres.bastionbot.org/images/pokemon/172.png,It is unskilled at storing electric power. Any kind of shock causes it to discharge energy spontaneously.
173,Cleffa,Fairy,Star Shape,False,False,2,https://pokeres.bastionbot.org/images/pokemon/173.png,"If the impact site of a meteorite is found, this POKéMON is certain to be within the immediate area."
174,Igglybuff,Normal|Fairy,Balloon,False,False,2,https://pokeres.bastionbot.org/images/pokemon/174.png,"Instead of walking with its short legs, it moves around by bouncing on its soft, tender body."
175,Togepi,Fairy,Spike Ball,False,False,2,https://pokeres.bastionbot.org/images/pokemon/175.png,It is considered to be a symbol of good luck. Its shell is said to be filled with happiness.
176,Togetic,Flying|Fairy,Happiness,False,False,2,https://pokeres.bastionbot.org/images/pokemon/176.png,"Although it does not flap its wings very much, it can stay up in the air as it tags along after its trainer."
177,Natu,Flying|Psychic,Tiny Bird,False,False,2,https://pokeres.bastionbot.org/images/pokemon/177.png,It is extremely good at climbing tree trunks and likes to eat the new sprouts on the trees.
178,Xatu,Flying|Psychic,Mystic,False,False,2,https://pokeres.bastionbot.org/images/pokemon/178.png,"Once it begins to meditate at sunrise, the entire day will pass before it will move again."
179,Mareep,Electric,Wool,False,False,2,https://pokeres.bastionbot.org/images/pokemon/179.png,"It stores lots of air in its soft fur, allowing it to stay cool in summer and warm in winter."
180,Flaaffy,Electric,Wool,False,False,2,https://pokeres.bastionbot.org/images/pokemon/180.png,"Because of its rubbery, electricity-resistant skin, it can store lots of electricity in its fur."
181,Ampharos,Electric,Light,False,False,2,https://pokeres.bastionbot.org/images/pokemon/181.png,"When it gets dark, the light from its bright, shiny tail can be seen from far away on the ocean's surface."
182,Bellossom,Grass,Flower,False,False,2,https://pokeres.bastionbot.org/images/pokemon/182.png,"When these dance together, their petals rub against each other, making pretty, relaxing sounds."
183,Marill,Water|Fairy,Aqua Mouse,False,False,2,https://pokeres.bastionbot.org/images/pokemon/183.png,"The fur on its body naturally repels water. It can stay dry, even when it plays in the water."
184,Azumarill,Water|Fairy,Aqua Rabbit,False,False,2,https://pokeres.bastionbot.org/images/pokemon/184.png,The bubble-like pattern on its stomach helps it camouflage itself when it's in the water.
185,Sudowoodo,Rock,Imitation,False,False,2,https://pokeres.bastionbot.org/images/pokemon/185.png,"If a tree branch shakes when there is no wind, it's a SUDOWOODO, not a tree. It hides from the rain."
186,Politoed,Water,Frog,False,False,2,https://pokeres.bastionbot.org/images/pokemon/186.png,"When it expands its throat to croak out a tune, nearby POLIWAG and POLIWHIRL gather immediately."
187,Hoppip,Flying|Grass,Cottonweed,False,False,2,https://pokeres.bastionbot.org/images/pokemon/187.png,It can be carried away on even the gentlest breeze. It may even float all the way to the next town.
188,Skiploom,Flying|Grass,Cottonweed,False,False,2,https://pokeres.bastionbot.org/images/pokemon/188.png,"As soon as it rains, it closes its flower and hides in the shade of a tree to avoid getting wet."
189,Jumpluff,Flying|Grass,Cottonweed,False,False,2,https://pokeres.bastionbot.org/images/pokemon/189.png,"Even in the fiercest wind, it can control its fluff to make its way to any place in the world it wants."
190,Aipom,Normal,Long Tail,False,False,2,https://pokeres.bastionbot.org/images/pokemon/190.png,It uses its tail to hang on to tree branches. It uses its momentum to swing from one branch to another.
191,Sunkern,Grass,Seed,False,False,2,https://pokeres.bastionbot.org/images/pokemon/191.png,It is very weak. Its only means of defense is to shake its leaves desperately at its attacker.
192,Sunflora,Grass,Sun,False,False,2,https://pokeres.bastionbot.org/images/pokemon/192.png,"As the hot season approaches, the petals on this POKéMON's face become more vivid and lively."
193,Yanma,Flying|Bug,Clear Wing,False,False,2,https://pokeres.bastionbot.org/images/pokemon/193.png,"It can see in all directions without moving its big eyes, helping it spot attackers and food right away"
194,Wooper,Ground|Water,Water Fish,False,False,2,https://pokeres.bastionbot.org/images/pokemon/194.png,A mucous membrane covers its body. Touching it barehanded will cause a shooting pain.
195,Quagsire,Ground|Water,Water Fish,False,False,2,https://pokeres.bastionbot.org/images/pokemon/195.png,Its body is always slimy. It often bangs its head on the river bottom as it swims but seems not to care.
196,Espeon,Psychic,Sun,False,False,2,https://pokeres.bastionbot.org/images/pokemon/196.png,The tip of its forked tail quivers when it is predicting its opponent's next move.
197,Umbreon,Dark,Moonlight,False,False,2,https://pokeres.bastionbot.org/images/pokemon/197.png,"On the night of a full moon, or when it gets excited, the ring patterns on its body glow yellow."
198,Murkrow,Flying|Dark,Darkness,False,False,2,https://pokeres.bastionbot.org/images/pokemon/198.png,It hides any shiny object it finds in a secret location. MURKROW and MEOWTH loot one another's stashes.
199,Slowking,Water|Psychic,Royal,False,False,2,https://pokeres.bastionbot.org/images/pokemon/199.png,"Every time it yawns, SHELLDER injects more poison into it. The poison makes it more intelligent."
200,Misdreavus,Ghost,Screech,False,False,2,https://pokeres.bastionbot.org/images/pokemon/200.png,It loves to watch people it's scared. It frightens them by screaming loudly or appearing suddenly.
201,Unown,Psychic,Symbol,False,False,2,https://pokeres.bastionbot.org/images/pokemon/201.png,"Because different types of UNOWN exist, it is said that they must have a variety of abilities."
202,Wobbuffet,Psychic,Patient,False,False,2,https://pokeres.bastionbot.org/images/pokemon/202.png,"In order to conceal its black tail, it lives in a dark cave and only moves about at night."
203,Girafarig,Psychic|Normal,Long Neck,False,False,2,https://pokeres.bastionbot.org/images/pokemon/203.png,"When it is in danger, its tail uses some sort of mysterious powers to drive away the enemy."
204,Pineco,Bug,Bagworm,False,False,2,https://pokeres.bastionbot.org/images/pokemon/204.png,It spits out a fluid that it uses to glue tree bark to its body. The fluid hardens when it touches air.
205,Forretress,Steel|Bug,Bagworm,False,False,2,https://pokeres.bastionbot.org/images/pokemon/205.png,Usually found hanging on to a fat tree trunk. It shoots out bits of its shell when it sees action.
206,Dunsparce,Normal,Land Snake,False,False,2,https://pokeres.bastionbot.org/images/pokemon/206.png,It hides deep inside caves where no light ever reaches it and remains virtually motionless there.
207,Gligar,Flying|Ground,Fly Scorpion,False,False,2,https://pokeres.bastionbot.org/images/pokemon/207.png,"It builds its nest on a steep cliff. When it is done gliding, it hops along the ground back to its nest."
208,Steelix,Ground|Steel,Iron Snake,False,False,2,https://pokeres.bastionbot.org/images/pokemon/208.png,The many small metal particles that cover this POKéMON's body reflect bright light well.
209,Snubbull,Fairy,Fairy,False,False,2,https://pokeres.bastionbot.org/images/pokemon/209.png,"In truth, it is a cowardly POKéMON. It growls eagerly in order to hide its fear from its opponent."
210,Granbull,Fairy,Fairy,False,False,2,https://pokeres.bastionbot.org/images/pokemon/210.png,It can make most any POKéMON run away simply by opening its mouth wide to reveal its big fangs.
211,Qwilfish,Water|Poison,Balloon,False,False,2,https://pokeres.bastionbot.org/images/pokemon/211.png,"When faced with a larger opponent, it swallows as much water as it can to match the opponent's size."
